"uri.URI","type.Type","name.Nom","geometry.geometry","rdfs.comment.Description","vocabulary.hasCreationDate.Date.de.création","vocabulary.hasDestructionDate.Date.de.destruction","vocabulary.hasFactorLevel.Modalité.de.facteur","vocabulary.hasGermplasm.Matériel.génétique","vocabulary.isHosted.Est.accueillie","vocabulary.isPartOf.Est.une.partie.de","NA.NA","NA.NA.1","NA.NA.2"
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/130","vocabulary:SubPlot",130,"LINESTRING (0.4168418 44.3315544, 0.4169277 44.3316076)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 16-13 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/131","vocabulary:SubPlot",131,"LINESTRING (0.4169564 44.3316254, 0.4170423 44.3316786)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 20-17 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/132","vocabulary:SubPlot",132,"LINESTRING (0.4170709 44.3316963, 0.4171569 44.3317495)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 24-21 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/133","vocabulary:SubPlot",133,"LINESTRING (0.4165472 44.3313008, 0.4166331 44.331354)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 4-1 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/134","vocabulary:SubPlot",134,"LINESTRING (0.4166617 44.3313717, 0.4167477 44.3314249)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 8-5 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/135","vocabulary:SubPlot",135,"LINESTRING (0.4167763 44.3314427, 0.4168623 44.3314959)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 12-9 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/136","vocabulary:SubPlot",136,"LINESTRING (0.4168909 44.3315136, 0.4169768 44.3315668)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/137","vocabulary:SubPlot",137,"LINESTRING (0.4170055 44.3315845, 0.4170914 44.3316378)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 20-17 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/138","vocabulary:SubPlot",138,"LINESTRING (0.4171201 44.3316555, 0.417206 44.3317087)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 3
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/139","vocabulary:SubPlot",139,"LINESTRING (0.4165963 44.33126, 0.4166822 44.3313132)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 4-1 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/14","vocabulary:SubPlot",14,"LINESTRING (0.415679 44.332188, 0.4157649 44.3322413)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/140","vocabulary:SubPlot",140,"LINESTRING (0.4167109 44.3313309, 0.4167968 44.3313841)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 8-5 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/141","vocabulary:SubPlot",141,"LINESTRING (0.4168255 44.3314018, 0.4169114 44.3314551)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 12-9 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/142","vocabulary:SubPlot",142,"LINESTRING (0.41694 44.3314728, 0.417026 44.331526)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/143","vocabulary:SubPlot",143,"LINESTRING (0.4170546 44.3315437, 0.4171406 44.3315969)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 20-17 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/144","vocabulary:SubPlot",144,"LINESTRING (0.4171692 44.3316147, 0.4172551 44.3316679)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 24-21 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 3
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/145","vocabulary:SubPlot",145,"LINESTRING (0.4165889 44.332467, 0.4166758 44.3325207)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/146","vocabulary:SubPlot",146,"LINESTRING (0.4167048 44.3325385, 0.4167918 44.3325922)","Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/147","vocabulary:SubPlot",147,"LINESTRING (0.4168208 44.33261, 0.4169078 44.3326637)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/148","vocabulary:SubPlot",148,"LINESTRING (0.4169368 44.3326816, 0.4170238 44.3327352)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/149","vocabulary:SubPlot",149,"LINESTRING (0.4170528 44.3327531, 0.4171398 44.3328067)","Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17 Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/15","vocabulary:SubPlot",15,"LINESTRING (0.4157936 44.332259, 0.4158795 44.3323122)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/150","vocabulary:SubPlot",150,"LINESTRING (0.4171688 44.3328246, 0.4172558 44.3328782)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/151","vocabulary:SubPlot",151,"LINESTRING (0.4166381 44.3324263, 0.4167251 44.3324799)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/152","vocabulary:SubPlot",152,"LINESTRING (0.416754 44.3324978, 0.416841 44.3325514)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/153","vocabulary:SubPlot",153,"LINESTRING (0.41687 44.3325693, 0.416957 44.3326229)","Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/154","vocabulary:SubPlot",154,"LINESTRING (0.416986 44.3326408, 0.417073 44.3326944)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
